job_title,company,location,description,label
Car Sales Representative ,"Aspex RecruitmentWe are a Fixed Fee Recruitment Company providing expert employment services throughout the UK. Being an independent we are able to tailor our services to our clients and candidates requirements. Delivering the highest level of personalised service within the permanent staffing arena.  Aspex Recruitment endeavour to provide a concise and professional recruitment service to each individual client, focusing on offering the best client and candidate experience within the recruitment and job hunting marketplaceCandidatesInclude helpful advice and guidance on how to perfect your CV.From clients and business partners we take full job specifications, including essential skills and requirements relating to your experience, desirable skills, education and qualifications along with the ideal candidate personality to match the company culture and environment. We will provide you with career guidance and support.We strive to ensure complete Client/Candidate satisfaction, through our ongoing involvement at every stage.ClientsWe understand our clients needs go beyond the simple fulfilment of a vacancy. As an independent agency, we can be more flexible and tailor our recruitment services to the client’s individual needs. We approach every vacancy as a truly constructive resourcing partner, providing professional advice and resource planning to ensure your recruitment process marks the beginning of a successful relationship.We have an impressive database of candidates on standby for interviews and ready for immediate starts.","GB, STE, Staffordshire","Car Sales Executive Stoke on TrentDue to expansion a main dealership are currently seeking two experienced Car Sales Representatives, you will be smart, presentable, articulate and dynamic.Car Sales Experience is Essential Car Sales ExperienceEnthusiasmDynamicKnowledge of the Motor Trade  Competitive salary OTE £40k - £45kCompany Car28 Days HolidaysManufacturer TrainingApplicationsPlease click the link provided, please ensure your CV is in Word Format.Aspex Recruitment",0
Electrical Technician III,"Aker Solutions is a global provider of products, systems and services to the oil and gas industry. Our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. We employ approximately 28,000 people in about 30 countries. Go to #URL_0fa3f7c5e23a16de16a841e368006cae916884407d90b154dfef3976483a71ae# for more information on our business, people and values.","US, TX, Houston","Corporate overviewAker Solutions is a global provider of products, systems and services to the oil and gas industry. Our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. We employ approximately 28,000 people in about 30 countries. Go to #URL_0fa3f7c5e23a16de16a841e368006cae916884407d90b154dfef3976483a71ae# for more information on our business, people and values.We are looking for individuals who are prepared to take a position. Not only a position within Aker Solutions, but also a position on the exciting challenges the global oil and gas industry faces now and in the future.The jobholder will support the Electronic / Electrical engineering group achieve their objectives within a quality critical and high reliability engineering/production environment. The jobholder will be responsible for ‘first level’ analysis to resolve system issues, failures and non-conformances within production and provide initial engineering support to rectify or escalate any issue in a timely manner. The jobholder will aid the Electronic / Electrical engineering group drive continuous improvement and perform root cause analysis of electronic printed circuit boards, systems, sub-assemblies and assemblies to component level. The jobholder will be responsible for ensuring technical conformance to specifications while ensuring all work is documented and performed in accordance with company procedures &amp; documentation. To carry out any other requirements needed to allow the company to operate efficiently.Responsibilities and tasks• To work in a safe manner at all times, to comply with all current safety legislation and Company safety policy.• To work at all times to the Company’s Quality Management System.• Evaluate and investigate electronic /electrical equipment &amp; systems, debug, repair to component level.• Action HALT, HASS and ESS testing to ensure reliability of electronic / electrical equipment used in harsh, extreme and safety critical environments • Assist the Engineers with enhanced/non-standard system test, engineering changes, process development, improvement of procedural documentation and NPI (New Product Introduction). • Support Operators/Technicians to improve quality awareness and aid standardization of processes while supporting the Electronic /Electrical group enhance overall system reliability and reduce system defects.• Demonstrate team working and ensure any work carried out by self is performed within schedule • Ensure that documentation is robust, concise, relevant and that quality systems are adhered to.• Ensure all calibrated equipment used within the build, test process is within calibration date and fully maintained for the work activities.• Ensure work area is maintained in a safe and tidy manner.• Play a pro-active role in housekeeping and continuous improvement initiatives.As necessary, perform other duties, requiring essentially the same level of skill &amp; responsibility, when required. Qualifications &amp; personal attributesHNC in Electronic or Electrical Engineering.City &amp; Guilds or equivalent qualifications in electrical or electronic disciplineHave completed a recognised apprenticeship in an appropriate discipline We offer• Friendly colleagues in an industry with a bright future.• An environment where you are encouraged to develop your skills and share your knowledge with your colleagues.• Competitive benefits and strong focus on work-life balance.",1
Data Entry Admin/Clerical Positions - Work From Home,,"US, ID, Pocatello",ACCEPTING ONLINE APPLICATIONS ONLYClick Here To Apply This is a Full Time Temporary Position Lasting for 2 yearsDescriptionValidate and review legal contractual agreements for customers Input contract into contract databases All contracts completed &amp; reviewed within per-determined service level agreement Professional e-mail interaction with customers Scanning and uploading of documents QualificationsHigh School Diploma or Equivalent Professional Communication Skills via e-mail interactionDedicated to the needs of the business Project management skills to assist in facilitating multiple contract rejects Detail oriented Able to multi-taskAbility to work with time sensitive documents Must be able to work independently but able to perform in a team environment when needed. Fast and accurate typist ACCEPTING ONLINE APPLICATIONS ONLYClick Here To Apply  ,1
English Teacher Abroad ,We help teachers get safe &amp; secure jobs abroad :),"US, PA, Lewisburg","Play with kids, get paid for it Love travel? Jobs in Asia$1,500+ USD monthly ($200 Cost of living)Housing provided (Private/Furnished)Airfare ReimbursedExcellent for student loans/credit cardsGabriel Adkins : #URL_ed9094c60184b8a4975333957f05be37e69d3cdb68decc9dd9a4242733cfd7f7##URL_75db76d58f7994c7db24e8998c2fc953ab9a20ea9ac948b217693963f78d2e6b#12 month contract : Apply today  University degree required. TEFL / TESOL / CELTA or teaching experience preferred but not necessaryCanada/US passport holders only See job description",0
Customer Service Representative,,"US, TX, SAN ANTONIO","SUMMARYResponsible for acting as a liaison between customers and companies. Assists with complaints, orders, errors, account questions, billing, cancelations, and other #URL_c81b3832d5b6414e2bb4b445194f7a4b920877a0d0d13c5215a92971f7a10267# RESPONSIBILITIESResolve customer complaints via phone, email, mail, or social media.Use telephones to reach out to customers and verify account information.Greet customers warmly and ascertain problem or reason for calling.Cancel or upgrade accounts.Assist with placement of orders, refunds, or exchanges.Advise on company information.Take payment information and other pertinent information such as addresses and phone numbers.Place or cancel orders.Answer questions about warranties or terms of sale.Act as the company gatekeeper.Suggest solutions when a product malfunctions.Handle product recalls. Degree preferred but not required.Recent college grads with an interest in the Logistics industry please apply.Experience with air freight and same day deliveries and Dispatch is a plus. -Strong coordination skills are a must. You would be eligible to Benefits after 2months of working with the company, Benefits offered are Health Insurance / Vacations / Bonuses which will be explain more better in your offer letter Ok",1
CUSTOMER SERVICE MANAGER ,"As the industry’s largest supply contracting company, Novation serves the purchasing needs of more than 65,000 VHA, UHC and Provista member organizations and their affilliates. Novation delivers unmatched supply savings and value through its sourcing services, as well as information and data services. Through its affiliation with VHA, UHC and Provista, Novation represents the largest purchasing volume in the industry more than $40 billion in annual purchases.To help our alliance members meet the needs of their communities, our mission is to deliver to them unmatched savings and value. One of the ways we deliver on our mission is by facilitating the introduction of products and services that are designed to help members drive sustainable results, improve quality and reduce costs.","US, TX, Fort Worth","Customer Service Manager is responsible for day to day operations in a 24 hour operation that handles world wide telephone and e-mail communication to both hotels and customers for reservations. These include requests for support on individual reservations and/or cancellations, requests for additional information, or complaints.  Identify, assess, confront and resolve performance issues with staff;  Drive coaching/monitoring process in conjunction with the training department;  Identify needs for new and recurrent training.  High school diploma  Shift flexibility - able to work occasional evening and weekend shift;  Commitment to professional and personal growth.WE WILL PROVIDE EXTENSIVE TRAINING TO LEARN THE POSITION, APPLICANT MUST PASS BACKGROUND , AND DRUG TEST , EXTENSIVE BACKGROUND CHECK. NOVATION offers a competitive, comprehensive benefits and compensation package.  NOVATION I is a growing and changing company that is looking for top talent to continue building a high-performing organization. If you're looking for a career at an extraordinary company, NOVATION is the place for you!",1
Accounts & Payroll Administrator,"NL Group supplies specialist healthcare recruitment and staffing solutions to the NHS and private healthcare providers in Yorkshire, building a far reaching reputation for being a skilled, cost effective and reliable healthcare recruiter.Since our humble beginnings NL Group Healthcare has become one of the most respected specialist nursing and healthcare recruitment agencies in Yorkshire, Lincolnshire and North of England, dedicated to understanding our client’s particular needs and surpassing their expectations.Offering a tailored service of only the highest quality to the clients we serve and the workforce we manage, promoting only competitive rates whilst upholding our commitment to excellent levels of service, carefully selected, qualified candidates for each nursing and healthcare vacancy we fill.","GB, ERY, Hessle","The primary function of this role is to provide an accurate and timely accounts administrative function to assist the Accounts &amp; Payroll Officer in the day to day running of the Accounts &amp; Payroll Department.This role will consist of administration duties involved in the billing and payments process, this will include processing prompt and accurate payments to company employees and for undertaking the payment of all creditors in an accurate, efficient and timely manner.A large part of the job will be to support the Accounts &amp; Payroll Officer to complete the regular weekly consolidated billing of our main clients for all work completed in the previous week.  This involves generating their invoicing data files and delivering these files accurately and in a timely fashion to our clients which are mainly NHS Trusts. 5 GCSE’s at grade C or above or equivalent, including Maths and English.You will have admin experience from within a finance function along with excellent communication skills.Confident approach in receiving and making telephone calls &amp; queries.Well organised with an aptitude for accuracy and attention to detail.A willingness to learn and take on new responsibilities as and when required.To work as part of an existing team supporting the Accounts &amp; Payroll Officer. Excellent basic salary £14KGroup pension, subsidised gym membership, cycle to work and healthcare schemes provided.On going training and development.Flexible Working.Free Parking.",0
administrative assistance ,,US,"This position is for an Administrative Assistant whose job will primarily consist of calling prospects that have expressed interest in our services and have requested to be contacted. Work-from-home is an option.There is absolutely no cold-calling involved, what-so-ever.This person will need to be pleasant, professional, and comfortable with talking to senior-level managers and executives. Attention-to-detail is a must as there is to be extensive tracking that needs to be made with each prospect. Must be proficient with OutlookSome knowledge of QuickbooksExcellent customer service skillsExcellent grammar, spellingAttention to detailsAbility to prioritize Benefit includes: health and welfare coverage, domestic partner coverage, a retirement program, employer contributions towards the Health Care Spending Account, as well as other offerings:Medical,Dental,Vision,Life/AD&amp;DShort Term Disability,Long Term Disability,Flexible Spending Account401(k) with Company match,Travel Assistance Emergency Services,Employee Assistance Program,Employee Referral Program,Patent Award Program,Educational Assistance Program,Paid Time Off,Wellness Program,Additional Voluntary Benefits",1
Sr Software Engineer (Python/Django) - Remote,"Wiredrive is a fast growing, privately-owned SaaS company with headquarters in Marina del Rey and offices in New York City and London.  With over 1000 customers worldwide, Wiredrive has become the application of choice for creative professionals in the advertising, television and motion-picture industries who need to upload, manage and present their digital media.  Wiredrive’s client base is made up of the top global advertising agencies, television/movie production companies, post-production houses and brands.  See more here: #URL_4c1236699b2d374ac6fa352634dbe55dc8015b460c14fdbe1adc775e1d928878#.  ","US, WA, Seattle","THE COMPANY: WIREDRIVE (#URL_66ee5bd86cde58f1bdac84fdc5277456f9673db6d19fc650b3af517bdec9b018#)Wiredrive is a fast growing, privately-owned SaaS company with headquarters in Marina del Rey and offices in New York City and London.  With over 1000 customers worldwide, Wiredrive has become the application of choice for creative professionals in the advertising, television and motion-picture industries who need to upload, manage and present their digital media.  Wiredrive’s client base is made up of the top global advertising agencies, television/movie production companies, post-production houses and brands.  See more here: #URL_66ee5bd86cde58f1bdac84fdc5277456f9673db6d19fc650b3af517bdec9b018#/about. THE OPPORTUNITY: Lead Software Engineer: Python/DjangoWiredrive is seeking a Lead Django Software Engineer to join our software engineering team in our Marina del Rey office. Our client base is made up of the top global advertising agencies, television/movie production companies, post-production houses and brands. Our challenge? Lead the development team and continue to evolve our platform with new features that will advance the sharing, presentation and management of our clients assets. You'll be helping us build new features and experiences for some of the top creatives in the world. We're looking for a Lead Django engineer who will be directly involved with application development, architecture, security, large-scale system design, ORM development, page load optimization, media playback, caching, scalability and more. The team (front/back end, UX, QA and product manager) work in an Agile environment, so collaboration is key.What we’re looking for: An engineer who can lead a team of other engineers and who can turn concepts into fast and reliable code that others (including yourself) will find easy to comprehend and modify in the future.Specifically…Help build the core application.Guide a team of engineers to help maximize their production.Review code and provide feedback where applicable.Optimize data layer for specific needs of the application.Build and scale caching strategies.Plan, prototype and implement new applications and features.Contribute architecture input to new systems as well as legacy systems.Review, test and improve existing web application design.Integrate with third party web service APIs.Contributing domain-specific expertise by reviewing code, reviewing design docs, giving technical talks, and mentoring junior members of the team.Define application requirements and features.Architect for caching at various layers of the stack.Help others around you grow as developers to be successful.Take pleasure in building things. EXPERIENCE: 3+ years Django development, 5+ years Python development.Experience leading a team of engineers.Experience building large-scale distributed web applications.In-depth knowledge of OOP principles and enterprise design patterns (MVC).Experience writing and maintaining unit tests (TDD).Experience working with quick software deliverable schedules.Ability to analyze and understand the needs of clients.Knowledge of Agile / Scrum.Self-starter with excellent communication skills. At Wiredrive, we believe that the work we do is part of a larger experience defined by the thousands of inspired creatives who create and present their work every day.  We believe that smart, motivated and dedicated teams can do great things and we look to get out of the way so this can happen. Working at Wiredrive, has its perks… There is a keg-orator (free beer, yay!) and a fully stocked kitchen with snacks and staples for meals, BBQ lunches on the patio, generous benefits, and a killer location in Marina del Rey.  But the real reason to want to work at Wiredrive, is the people.  We play as hard as we work and we play to WIN!  Privately held and profitable, Wiredrive is growing fast.Wiredrive offers health insurance (100% premium coverage), 401k program with company match, paid vacations/holidays, a monthly gas allowance, and employee referral bonus.",0
Financial Services Professional,"Our mission is to build one of the largest and most respected financial services companies in the business. We are a comprehensive service provider with experience in all the key planning areas: Investment Planning, Insurance Planning, Retirement Planning and Estate Planning. Our highly qualified professionals bring their global experience together to help meet clients’ individual needs. We strive to lead by our principles of integrity, conviction, respect and citizenship. Through these principles, we develop customized solutions for families, individuals, businesses and professionals to help them achieve their goals, and live their dreams. For more information about First Financial Group please visit our website at: #URL_4e7e2886feb5485bf4f8b92d1f6f79ea73d1d5a0926ddc6af1f0c7fec27842f0#","US, PA, Wilkes Barre","We’re looking for highly motivated, achievement-driven individuals who want the opportunity to establish and grow a financial services practice with the support and strength of one of the nation’s leading financial services firms.As a financial professional, you’ll be part of a recognized, respected company that offers:• High earnings potential and comprehensive benefits• Training, support and hands-on management• Advancement/management opportunitiesOur work environment is fast-paced, energetic and enthusiastic. If you have an entrepreneurial mindset and are not looking for just a job, then this is the place for you.Job Description:• Analyze financial information obtained from clients to determine strategies, products and services to help clients meet their financial objectives.• Provide information/education to clients about the purpose and details of financial products, services and strategies.• Build and maintain client base, keep client plans up-to-date and acquire new clients on an ongoing basis.• Contact clients periodically to determine if there have been changes in their financial status.• Provide knowledgeable, objective financial guidance and customized strategies to consumer segments that demand high quality serviceYou don’t need to have a finance or economics degree to be a successful financial professional.  At our firm, training is a process not an event, whereby our financial professionals, at every level of experience, build their business. You will participate in national and local development programs and joint work opportunities that provide comprehensive knowledge and skill training. We encourage and support the pursuit of professional designations that are recognized and respected by clients and others in the industry, including CFP®, Chartered Financial Consultant and Chartered Life Underwriter.Requirements:• Results-driven, highly motivated, self-starter who possesses integrity, a strong work ethic and the desire to help others plan for and protect their financial futures.• Team player who possesses excellent interpersonal skills and communication abilities, with a high degree of self-confidence.• Ability to draw upon past/present experiences and acquaintances to develop markets and build upon them to sustain long-term relationships.• Must be authorized to work in the United States• A four-year college degree is preferred and relevant professional FINRA securities registrations are a plus. If you do not have the following, you will be required to attain them, under the sponsorship(1) of our firm: state life and health licenses, FINRA Series 7 and 66 registrations.• MBA, JD, CFP®, CPA or ChFC, a plus.Individuals who excel in our industry come from many different professional backgrounds including:• Law• Brokerage• Banking• Management• Accounting• Sales  ",0
